student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S260_D0,92,88,1,1,91,0,"Good Job, You did Well in the Week. Keep the momentum"
S303_D1,37,21,1,1,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S178_D1,31,32,1,0,47,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S495_D0,100,67,1,1,50,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S171_D1,41,56,1,0,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S378_D0,86,82,0,0,92,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S027_D1,53,65,0,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S346_D1,56,44,0,1,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S138_D0,81,80,1,1,78,0,"Good Job, You did Well in the Week. Keep the momentum"
S356_D0,74,73,1,1,75,0,"Good Job, You did Well in the Week. Keep the momentum"
S366_D0,80,75,1,1,99,0,"Good Job, You did Well in the Week. Keep the momentum"
S443_D1,38,54,1,1,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S250_D1,45,50,0,1,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S449_D1,70,29,0,0,18,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S330_D1,60,48,1,1,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S157_D1,30,52,1,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S200_D0,73,77,1,1,82,0,"Good Job, You did Well in the Week. Keep the momentum"
S214_D0,91,84,1,1,63,0,"Good Job, You did Well in the Week. Keep the momentum"
S409_D0,86,87,1,0,77,0,Join group discussions to improve collaboration and communication skills.
S333_D0,85,67,1,0,50,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S209_D0,90,65,1,1,80,0,Make sure to complete all checklist items to stay on track.
S114_D1,51,48,0,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S079_D0,85,65,1,0,94,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S030_D0,82,69,1,1,61,0,Make sure to complete all checklist items to stay on track.
S036_D1,61,55,0,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S196_D1,70,60,1,1,22,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S058_D1,42,30,1,0,30,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S337_D1,51,50,0,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S097_D1,55,37,0,1,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S166_D0,89,81,1,1,93,0,"Good Job, You did Well in the Week. Keep the momentum"
S419_D1,53,33,1,0,25,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S496_D0,90,76,1,1,64,0,"Good Job, You did Well in the Week. Keep the momentum"
S325_D1,59,31,0,1,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S066_D0,98,75,1,1,100,0,"Good Job, You did Well in the Week. Keep the momentum"
S142_D0,98,100,1,0,70,0,Join group discussions to improve collaboration and communication skills.
S426_D1,70,30,0,0,39,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S328_D1,49,30,1,1,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S156_D1,70,39,1,0,41,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
